Temperature[C],Humidity[%],TVOC[ppb],eCO2[ppm],Raw H2,Raw Ethanol,Pressure[hPa],PM1.0,PM2.5,NC0.5,NC1.0,NC2.5,Fire Alarm
26.869,44.98,32,431,12841,20750,937.575,1.97,2.05,13.58,2.118,0.048,0
26.06,47.13,107,402,12780,20617,937.435,1.61,1.67,11.06,1.724,0.039,0
21.15,49.9,226,400,13140,20042,939.592,0.41,0.42,2.8,0.437,0.01,1
22.36,48.32,45,400,13249,20176,939.666,2.25,2.33,15.46,2.411,0.054,1
16.885,49.66,1218,426,12897,19424,938.704,1.54,1.59,10.57,1.648,0.037,1
25.039,57.22,0,400,12759,19771,939.833,0.28,0.32,1.8,0.342,0.044,0
26.817,54.88,0,400,12978,19924,939.789,0.17,0.17,1.14,0.178,0.004,0
17.218,53.41,58,400,13193,20107,939.62,1.03,1.07,7.1,1.107,0.025,0
12.011,47.19,1097,404,12876,19447,938.787,1.6,1.66,11.01,1.717,0.039,1
3.09,49.49,287,400,13127,19933,939.681,1.64,1.7,11.28,1.759,0.04,1
54.54,19.88,60000,15740,11048,15870,936.835,9135.48,13191.57,53579.09,14230,3813.141,0
20.39,53.83,339,400,13073,19924,939.267,0.35,0.37,2.44,0.381,0.009,1
19.77,63.36,198,400,13185,20013,939.698,2.14,2.22,14.73,2.298,0.052,1
13.815,41,181,400,13177,20964,937.047,1.8,1.87,12.4,1.934,0.044,0
-17.055,54.2,1339,400,12966,19383,938.717,1.99,2.06,13.66,2.13,0.048,1
-5.162,53.6,236,400,13130,20021,939.553,0.35,0.37,2.44,0.381,0.009,1
-19.419,54.05,1297,405,12965,19402,938.758,1.81,1.88,12.43,1.939,0.044,1
24.52,53.64,1392,412,12970,19379,938.696,1.78,1.84,12.22,1.905,0.043,1
18.79,66.9,569,646,12817,19690,939.233,2.77,2.88,19.07,2.974,0.067,1
18.68,51.44,169,400,13147,19996,939.663,0.79,0.82,5.42,0.845,0.019,0
27.002,56.11,12,400,13061,19950,939.779,0.31,0.32,2.11,0.328,0.007,0
12.032,47.55,1128,404,12880,19447,938.768,1.67,1.73,11.48,1.791,0.04,1
-2.546,51.22,864,721,12764,19523,939.156,2.18,2.27,15.01,2.341,0.053,1
26.587,55.95,0,400,13100,19994,939.701,0.63,0.66,4.35,0.678,0.015,0
24.62,52.95,1124,437,12866,19440,938.825,2.21,2.3,15.22,2.374,0.054,1
27.11,47.05,1174,502,12843,19436,938.892,1.69,1.76,11.65,1.817,0.041,1
26.85,48.24,1253,406,12926,19435,938.666,1.89,1.97,13.02,2.031,0.046,1
21.09,50.39,220,400,13148,20052,939.621,0.5,0.52,3.44,0.537,0.012,1
25.4,48.42,1226,545,12829,19431,938.847,2.09,2.17,14.37,2.241,0.051,1
52.54,13.05,2090,400,13630,20133,936.68,0.99,1.03,6.81,1.061,0.024,0
-5.24,52.23,361,400,13058,19903,939.261,0.44,0.45,3.01,0.469,0.011,1
21.25,45.23,157,400,13161,20025,939.643,0.92,0.96,6.35,0.99,0.022,0
13.789,48.02,1134,458,12862,19450,938.837,1.85,1.92,12.72,1.984,0.045,1
27.87,45.77,191,442,12773,20530,937.327,1.87,1.94,12.84,2.003,0.045,0
-16.047,48.7,1356,400,12978,19391,938.705,1.75,1.82,12.04,1.877,0.042,1
13.11,50.02,34,400,12865,19817,939.798,0.31,0.32,2.12,0.33,0.007,0
24.65,53.01,1180,424,12871,19435,938.805,1.62,1.68,11.14,1.737,0.039,1
-8.344,52.48,165,400,13173,20103,939.688,1.39,1.44,9.57,1.492,0.034,1
26.95,47.83,1354,400,12967,19397,938.709,1.97,2.04,13.53,2.109,0.048,1
26.78,48.45,1354,400,12978,19388,938.718,2.22,2.3,15.26,2.379,0.054,1
-19.956,49.78,1367,404,12977,19381,938.701,1.71,1.78,11.77,1.835,0.041,1
-7.403,52.05,193,400,13146,20061,939.633,0.83,0.87,5.74,0.894,0.02,1
21.45,52.83,33,400,13260,20231,939.731,2.34,2.43,16.1,2.51,0.057,1
20.612,52.82,1080,561,12830,19459,938.961,1.98,2.06,13.66,2.13,0.048,1
26.78,48.39,1151,454,12862,19442,938.903,1.58,1.64,10.85,1.691,0.038,1
20.04,58.2,351,400,13102,19864,939.638,1.52,1.58,10.48,1.634,0.037,1
27.11,46.87,1042,557,12836,19464,938.97,2.25,2.34,15.48,2.414,0.055,1
20.701,51.15,1109,558,12830,19446,938.956,1.68,1.75,11.59,1.808,0.041,1
29.46,40.12,33,420,12809,20724,937.501,2.14,2.23,14.75,2.3,0.052,0
-2.215,13.99,1344,400,13647,20333,936.69,0.73,0.76,5.05,0.787,0.018,0
15.55,50.33,7,400,12994,19916,939.755,0.14,0.15,0.98,0.153,0.003,0
20.48,47.33,1193,400,12920,19432,938.702,1.69,1.76,11.65,1.816,0.041,1
31.04,19.13,0,400,13387,21043,930.901,1.05,1.09,7.23,1.127,0.025,1
27.02,47.56,1151,400,12910,19438,938.701,2.23,2.32,15.36,2.395,0.054,1
26.85,48.2,1128,400,12900,19447,938.802,2.07,2.16,14.28,2.227,0.05,1
18.773,46.84,180,433,12765,20542,937.402,1.5,1.56,10.34,1.612,0.036,0
24.71,52.93,1191,400,12912,19426,938.705,1.91,1.99,13.17,2.054,0.046,1
18.015,51.9,1023,586,12819,19479,939.016,1.92,1.99,13.21,2.061,0.047,1
20.06,53.07,62,400,13239,20157,939.665,2.22,2.31,15.29,2.384,0.054,1
25.3,47.79,1122,637,12794,19450,939.082,1.84,1.91,12.63,1.97,0.044,1
18.69,54.33,301,400,13110,19959,939.421,0.32,0.33,2.19,0.341,0.008,1
38.31,15.49,0,1664,12779,20526,930.918,0.82,0.85,5.63,0.878,0.02,1
16.87,47.97,1107,481,12860,19450,938.888,1.64,1.71,11.32,1.764,0.04,1
-21.239,11.16,11104,400,13167,19307,936.709,19.38,20.13,133.37,20.797,0.47,0
18.641,51.68,1011,478,12864,19470,938.895,2.08,2.16,14.32,2.232,0.05,1
29.8,38.99,35,431,12855,20755,937.608,2.37,2.46,16.32,2.546,0.057,0
15.045,47.14,1136,469,12864,19449,938.897,1.91,1.99,13.18,2.055,0.046,1
-17.198,54.33,1419,416,12971,19374,938.684,1.56,1.62,10.71,1.671,0.038,1
-6.274,47.83,1314,400,12962,19397,938.728,1.66,1.73,11.44,1.783,0.04,1
24.48,53.66,1166,400,12898,19438,938.744,1.68,1.75,11.57,1.805,0.041,1
12.423,39.93,0,400,13112,20948,937.472,2.1,2.18,14.47,2.256,0.051,0
20.388,47.29,1080,564,12823,19453,938.983,1.82,1.89,12.54,1.955,0.044,1
20.782,49.67,1044,523,12845,19464,938.909,2.32,2.41,15.99,2.493,0.056,1
13.413,53.08,1149,400,12885,19441,938.754,1.71,1.77,11.75,1.832,0.041,1
18.38,56.67,334,400,13098,19931,939.325,0.21,0.22,1.45,0.227,0.005,1
26,47.06,1186,461,12853,19427,938.8,1.48,1.54,10.18,1.588,0.036,1
-20.718,53.75,1329,401,12972,19392,938.754,2.1,2.18,14.45,2.253,0.051,1
25.09,50.74,1235,420,12878,19423,938.76,2.25,2.34,15.47,2.413,0.054,1
59.24,10.74,60000,1016,12492,18085,936.716,97.65,108.14,655.26,112.797,8.858,0
24.72,51.11,904,400,13034,19506,938.701,2.88,2.99,19.79,3.086,0.07,1
-4.096,47.92,99,400,12786,20626,937.378,1.8,1.87,12.36,1.928,0.044,0
26.273,49.56,6,400,13105,19998,939.691,0.61,0.64,4.23,0.659,0.015,0
19.802,53.83,1222,408,12908,19419,938.733,1.74,1.8,11.96,1.864,0.042,1
14.799,53.55,1187,402,12894,19439,938.793,1.61,1.68,11.12,1.733,0.039,1
22.8,56.5,634,575,12851,19620,939.198,2.67,2.77,18.34,2.861,0.065,1
24.62,52.85,1187,538,12830,19426,938.897,1.67,1.74,11.51,1.795,0.041,1
56.83,11.49,4717,400,13416,19703,936.686,0.62,0.65,4.3,0.67,0.015,0
20.233,48,1197,400,12926,19437,938.686,1.92,1.99,13.19,2.057,0.046,1
51.13,13.96,783,400,13321,20422,936.823,0.99,1.02,6.79,1.058,0.024,0
24.73,51.51,791,721,12772,19542,939.131,2.65,2.75,18.22,2.842,0.064,1
24.801,55.91,0,400,13142,20051,939.642,0.71,0.74,4.89,0.762,0.017,0
9.244,47.39,1065,654,12790,19456,939.064,2.21,2.3,15.22,2.374,0.054,1
24.57,44.38,0,400,13412,21234,937.411,2.21,2.3,15.21,2.372,0.054,0
22.49,47.23,101,400,13246,20121,939.615,2.22,2.31,15.29,2.384,0.054,1
26.814,55.5,0,400,12975,19918,939.794,0.17,0.18,1.17,0.182,0.004,0
16.34,54.51,60,400,13115,19998,939.628,0.83,0.86,5.72,0.892,0.02,0
26.63,48.45,1243,400,12955,19410,938.691,2.35,2.44,16.18,2.523,0.057,1
27.11,47.39,1176,400,12931,19430,938.704,1.49,1.55,10.28,1.603,0.036,1
3.574,48.3,171,450,12766,20550,937.33,2.1,2.18,14.47,2.257,0.051,0
23.576,45.8,52,400,12829,20708,937.512,1.7,1.77,11.73,1.83,0.041,0
20.94,46.23,149,400,13157,20023,939.619,0.85,0.89,5.87,0.916,0.021,0
20.77,48.74,70,400,13241,20149,939.657,2.25,2.34,15.51,2.419,0.055,1
18.3,51.56,69,400,13198,20103,939.624,0.94,0.97,6.45,1.006,0.023,0
24.82,52.13,1101,454,12866,19450,938.828,1.76,1.83,12.09,1.886,0.043,1
27.06,47.57,1197,400,12919,19437,938.687,1.82,1.89,12.55,1.957,0.044,1
16.39,52.86,1086,482,12858,19451,938.898,1.75,1.82,12.04,1.877,0.042,1
-16.413,23.36,60000,39059,10668,15317,936.787,6177.07,12706.37,26713.9,14150.615,6254.043,0
10.601,51.93,1105,638,12798,19463,939.129,2.34,2.43,16.09,2.509,0.057,1
19.048,52.87,6,400,13212,20152,939.585,1.2,1.25,8.28,1.291,0.029,0
-4.094,45.85,152,422,12772,20571,937.415,1.83,1.9,12.61,1.967,0.044,0
27.04,47.36,1180,417,12873,19432,938.817,1.47,1.53,10.14,1.581,0.036,1
-7.836,48.37,23,400,13253,20198,939.687,2.31,2.4,15.88,2.477,0.056,1
19.61,54,149,400,13182,20115,939.678,1.36,1.41,9.37,1.461,0.033,1
-7.671,54.88,27,400,13253,20183,939.664,2.47,2.57,17.01,2.653,0.06,1
19.18,53.05,236,400,13128,20037,939.617,0.5,0.52,3.44,0.536,0.012,1
26.3,51.34,1092,400,12914,19457,938.719,1.73,1.8,11.94,1.862,0.042,1
24.62,53.11,1333,408,12959,19391,938.702,1.81,1.88,12.43,1.938,0.044,1
26.95,47.86,1331,400,12977,19399,938.731,1.61,1.67,11.05,1.724,0.039,1
17.69,48.93,0,400,13104,20010,939.723,0.53,0.55,3.65,0.569,0.013,0
-4.082,50.09,278,400,13117,19972,939.397,0.45,0.47,3.13,0.488,0.011,1
26.63,49.25,1187,400,12922,19436,938.703,1.78,1.85,12.24,1.908,0.043,1
1.617,45.73,153,416,12778,20563,937.339,1.9,1.97,13.05,2.035,0.046,0
-4.902,48.36,57,400,13250,20157,939.684,2.55,2.65,17.55,2.737,0.062,1
-21.004,53.96,1402,410,12970,19383,938.692,1.7,1.76,11.69,1.822,0.041,1
20.73,55.83,26,400,13261,20226,939.736,2.61,2.71,17.97,2.802,0.063,1
25.562,50.68,5,400,12810,19809,939.829,0.16,0.17,1.12,0.174,0.004,0
24.9,51.93,1109,400,12904,19452,938.709,1.95,2.03,13.42,2.093,0.047,1
20.78,48.86,1078,541,12837,19456,938.906,2.41,2.5,16.59,2.586,0.058,1
-21.584,54.35,1300,400,12986,19407,938.711,1.6,1.67,11.03,1.721,0.039,1
-1.592,53.16,919,725,12760,19483,939.076,2.3,2.39,15.83,2.469,0.056,1
20.04,53.03,116,400,13223,20104,939.653,2.08,2.16,14.33,2.235,0.05,1
13.45,48.86,1293,410,12931,19404,938.742,1.68,1.75,11.57,1.805,0.041,1
12.228,49.04,1155,431,12879,19440,938.825,1.59,1.65,10.95,1.708,0.039,1
-8.678,49.11,107,400,13207,20155,939.683,2.09,2.18,14.42,2.248,0.051,1
19.12,50.53,1,400,13162,20044,939.642,0.73,0.76,5.03,0.785,0.018,0
20.806,44.55,16,450,12863,20766,937.571,2.32,2.41,15.97,2.491,0.056,0
-9.216,54.42,29,400,13259,20234,939.73,2.66,2.77,18.34,2.86,0.065,1
21.2,57.66,486,606,12834,19772,939.233,1.93,2.01,13.31,2.076,0.047,1
-5.744,49.89,245,400,13127,20025,939.63,0.48,0.5,3.33,0.52,0.012,1
25.37,47.72,1174,634,12791,19438,939.084,2.04,2.12,14.03,2.188,0.049,1
-8.467,54.56,43,400,13230,20167,939.686,1.97,2.05,13.58,2.118,0.048,1
39.61,14.1,297,5288,12174,20279,930.891,1,1.04,6.89,1.075,0.024,1
16.111,47.27,1210,421,12892,19428,938.719,1.77,1.84,12.16,1.897,0.043,1
28.53,42.24,72,400,12791,20650,937.39,1.86,1.93,12.77,1.991,0.045,0
26.06,52.7,1343,400,12984,19394,938.73,1.78,1.85,12.26,1.912,0.043,1
8.778,52.42,912,400,13023,19493,938.727,2.92,3.04,20.11,3.136,0.071,1
20.8,48.3,151,400,13208,20067,939.634,1.74,1.8,11.95,1.863,0.042,1
-12.131,51.26,1247,400,13019,19423,938.764,2.75,2.86,18.96,2.956,0.067,1
54.39,12.98,12534,400,12836,19172,936.866,1.02,1.06,7.04,1.098,0.025,0
17.588,15.73,635,400,13718,20569,936.668,0.64,0.67,4.42,0.69,0.016,0
9.199,47.56,1009,630,12802,19469,939.085,2.33,2.42,16.05,2.503,0.057,1
17.61,53.68,46,400,13190,20113,939.618,1.07,1.11,7.36,1.148,0.026,0
-19.521,17.94,60000,14534,11150,16197,936.766,9916.41,17134.7,51085.32,18813.645,6872.047,0
-5.983,49.82,207,400,13150,20057,939.621,0.56,0.58,3.86,0.602,0.014,1
54.99,11.97,3078,400,13502,19890,936.707,0.86,0.89,5.9,0.92,0.021,0
26.94,47.87,1256,420,12932,19412,938.731,1.92,1.99,13.21,2.06,0.047,1
7.607,57.26,235,400,13172,19983,939.679,2.47,2.57,16.99,2.65,0.06,1
16.764,49.61,87,400,13177,20081,939.628,0.79,0.82,5.46,0.852,0.019,0
25.693,44.36,59,433,12844,20716,937.575,2.27,2.36,15.64,2.439,0.055,0
26.72,48.83,1222,401,12913,19426,938.718,1.45,1.5,9.95,1.552,0.035,1
26.83,48.14,1335,408,12990,19395,938.785,2.03,2.11,14,2.183,0.049,1
26.88,47.88,1159,400,12891,19443,938.756,1.46,1.51,10.01,1.562,0.035,1
18.84,53.36,307,400,13104,19941,939.397,0.3,0.31,2.08,0.325,0.007,1
9.056,58.6,0,400,13367,20367,939.68,2.44,2.54,16.82,2.623,0.059,1
26.69,48.77,1151,400,12903,19448,938.774,1.68,1.74,11.55,1.801,0.041,1
24.43,53.91,1381,410,12984,19386,938.723,1.78,1.85,12.24,1.909,0.043,1
24.78,52.02,1059,400,12954,19466,938.743,2.05,2.13,14.14,2.205,0.05,1
26.47,46.14,95,441,12773,20662,937.559,1.79,1.86,12.34,1.924,0.043,0
26.37,50.57,1325,400,12992,19404,938.705,1.71,1.78,11.79,1.838,0.042,1
24.48,53.5,1312,416,12988,19395,938.802,2.22,2.3,15.27,2.38,0.054,1
23.461,43.75,62,438,12853,20726,937.577,2.36,2.46,16.27,2.537,0.057,0
-21.689,11.85,21894,400,13002,18960,936.712,18.99,19.81,130.52,20.474,0.534,0
2.936,44.72,180,456,12757,20541,937.309,1.87,1.95,12.9,2.012,0.045,0
25.13,49.98,1396,426,12953,19391,938.74,2.09,2.17,14.4,2.245,0.051,1
-0.505,43.26,191,430,12773,20528,937.334,1.81,1.88,12.48,1.946,0.044,0
20.506,42.32,191,440,12763,20530,937.332,1.7,1.76,11.68,1.821,0.041,0
24.66,52.72,1118,516,12846,19443,938.859,2.01,2.09,13.85,2.16,0.049,1
20.57,55.92,109,400,13208,20158,939.646,1.47,1.53,10.13,1.579,0.036,1
26.876,50.18,7,400,12975,19906,939.783,0.11,0.12,0.77,0.12,0.003,0
27.12,46.94,1197,512,12844,19430,938.882,1.74,1.81,11.96,1.865,0.042,1
-4.365,49.8,261,400,13130,20012,939.493,0.52,0.54,3.55,0.554,0.013,1
27.15,46.86,1074,522,12846,19454,938.916,1.79,1.86,12.33,1.923,0.043,1
31.52,18.84,0,724,13165,20963,930.902,1.02,1.06,7.04,1.098,0.025,1
24.3,53.02,1080,650,12798,19459,939.088,2.13,2.22,14.69,2.291,0.052,1
11.997,51.13,1109,400,12890,19461,938.801,2.02,2.09,13.87,2.164,0.049,1
20.83,48.16,144,400,13213,20077,939.621,2.03,2.11,13.96,2.176,0.049,1
11.524,50.47,154,400,13164,20020,939.646,0.68,0.71,4.67,0.729,0.016,0
12.124,53.72,1007,589,12820,19482,939.083,2.01,2.09,13.82,2.155,0.049,1
24.55,53.45,1373,417,12973,19386,938.689,1.83,1.91,12.62,1.969,0.044,1
25.22,50,1247,400,12939,19417,938.734,1.68,1.74,11.54,1.799,0.041,1
26.054,56.7,11,400,12858,19827,939.84,0.17,0.18,1.13,0.189,0.012,0
24.82,52.2,1373,420,12961,19384,938.757,1.93,2.01,13.29,2.073,0.047,1
-6.402,47.92,91,400,13228,20130,939.64,2.18,2.26,14.97,2.335,0.053,1
50.35,23.48,60000,7674,11486,16703,936.842,2473.7,2570.08,17025.47,2654.92,59.965,0
19.89,47.78,7,400,13193,20120,939.608,0.91,0.94,6.24,0.973,0.022,0
21.14,45.68,178,400,13146,19997,939.681,0.86,0.89,5.9,0.92,0.021,0
-21.581,52.86,1339,400,12970,19392,938.738,1.88,1.95,12.93,2.016,0.046,1
-4.97,51.04,340,400,13090,19922,939.317,0.32,0.33,2.2,0.342,0.008,1
-21.979,47.83,1350,400,12972,19388,938.704,1.79,1.86,12.3,1.919,0.043,1
26.693,41.69,73,454,12827,20708,937.579,1.99,2.07,13.7,2.136,0.048,0
27.61,48.21,186,404,12780,20525,937.419,1.27,1.32,8.75,1.364,0.031,0
30.04,38.45,16,436,12860,20771,937.573,2.04,2.11,14.01,2.185,0.049,0
25.625,44.18,55,418,12830,20724,937.583,2.48,2.57,17.06,2.66,0.06,0
5.193,52.84,324,400,13102,19875,939.669,1.19,1.23,8.17,1.275,0.029,1
-9.275,55.51,10,400,13268,20237,939.722,2.44,2.53,16.76,2.614,0.059,1
24.095,53.34,53,400,13116,20000,939.648,0.68,0.7,4.67,0.728,0.016,0
15.108,46.75,25,400,12839,20730,937.492,2.2,2.29,15.16,2.364,0.053,0
-0.673,49.34,1417,432,12978,19376,938.788,2,2.07,13.74,2.143,0.048,1
20.625,53.26,1132,541,12839,19448,938.878,2.16,2.24,14.87,2.319,0.052,1
-5.224,56.44,381,400,13042,19884,939.264,0.34,0.36,2.36,0.368,0.008,1
26.99,47.77,1341,400,12979,19393,938.7,1.65,1.72,11.39,1.776,0.04,1
26.69,48.17,1055,553,12838,19472,938.976,1.9,1.97,13.05,2.035,0.046,1
26.94,47.25,1044,560,12832,19473,938.995,2.26,2.35,15.56,2.427,0.055,1
22.49,47.18,117,400,13229,20091,939.643,2.11,2.19,14.5,2.261,0.051,1
14.078,47.83,1212,405,12934,19419,938.715,1.93,2.01,13.29,2.073,0.047,1
-19.508,54.05,1327,402,12977,19396,938.708,1.73,1.8,11.91,1.858,0.042,1
19.736,42.21,191,432,12774,20534,937.348,1.63,1.69,11.19,1.744,0.039,0
26.92,47.87,1316,400,12972,19410,938.738,1.93,2,13.26,2.067,0.047,1
-4.187,50.37,300,400,13115,19966,939.387,0.39,0.41,2.7,0.421,0.009,1
19.12,55.68,180,400,13174,20093,939.65,0.95,0.99,6.54,1.02,0.023,1
-19.415,52.66,1295,400,12984,19399,938.707,1.79,1.86,12.34,1.924,0.043,1
11.997,49.52,1092,403,12886,19461,938.804,1.93,2.01,13.3,2.074,0.047,1
24.52,53.55,1354,405,12965,19385,938.754,2.3,2.39,15.86,2.474,0.056,1
50.57,13.76,1187,400,13683,20377,936.7,0.73,0.76,5.01,0.782,0.018,0
26.2,52.17,1132,400,12924,19453,938.698,1.61,1.68,11.11,1.733,0.039,1
21.56,52.22,147,400,13224,20075,939.656,1.79,1.86,12.31,1.92,0.043,1
22.18,48.83,43,400,13245,20211,939.727,2.51,2.61,17.28,2.695,0.061,1
28.8,41.49,88,400,12786,20632,937.434,1.77,1.83,12.15,1.895,0.043,0
26.982,52.57,13,400,13072,19958,939.77,0.54,0.56,3.71,0.579,0.013,0
15.981,48.19,1153,471,12861,19442,938.917,2.3,2.38,15.8,2.464,0.056,1
25.945,49.89,21,400,13106,20001,939.683,0.42,0.43,2.86,0.446,0.01,0
-9.274,48.86,19,400,13259,20215,939.733,2.1,2.18,14.45,2.253,0.051,1
32.41,26.89,827,1333,12997,19260,931.059,153.44,159.42,1056.07,164.687,3.723,1
22.131,52.89,52,400,13123,19999,939.629,0.76,0.79,5.26,0.821,0.019,0
27.14,47.34,1203,413,12907,19421,938.703,1.62,1.68,11.14,1.737,0.039,1
24.41,54.03,1417,415,12973,19382,938.733,1.88,1.95,12.94,2.018,0.046,1
20.639,49.38,1166,400,12917,19433,938.72,1.58,1.64,10.88,1.697,0.038,1
-9.183,55.02,14,400,13257,20216,939.713,2.28,2.37,15.67,2.443,0.055,1
17.027,49.71,1111,400,12907,19443,938.696,1.81,1.88,12.43,1.939,0.044,1
34.63,16.45,0,484,13288,20990,930.894,1.13,1.18,7.8,1.216,0.027,1
19.89,52.54,146,400,13185,20118,939.666,1.46,1.52,10.08,1.572,0.036,1
26.99,47.5,1141,479,12858,19452,938.917,2.31,2.4,15.89,2.477,0.056,1
26.85,47.35,1109,605,12809,19447,939.03,2.09,2.17,14.37,2.24,0.051,1
-9.015,47.13,62,400,12790,20662,937.453,2.34,2.43,16.13,2.515,0.057,0
20.286,53.93,1222,400,12930,19433,938.705,2,2.08,13.77,2.147,0.048,1
21.84,50.06,30,400,13250,20203,939.721,2.06,2.14,14.21,2.216,0.05,1
19.806,47.97,1166,400,12923,19430,938.703,1.69,1.76,11.66,1.819,0.041,1
24.54,52.95,1053,560,12828,19463,938.961,1.89,1.97,13.04,2.033,0.046,1
-4.558,62.49,728,744,12763,19542,939.148,2.72,2.83,18.75,2.923,0.066,1
14.447,49.96,1220,487,12844,19419,938.872,1.88,1.95,12.95,2.019,0.046,1
24.73,52.71,1350,417,12963,19374,938.737,2.21,2.3,15.24,2.376,0.054,1
5.389,53.55,296,400,13118,19911,939.677,1.31,1.36,9.03,1.407,0.032,1
-5.203,57.76,490,611,12835,19767,939.241,1.96,2.04,13.52,2.109,0.048,1
24.43,53.07,1210,400,13013,19425,938.779,2.88,2.99,19.81,3.088,0.07,1
27.09,47.46,1210,401,12926,19429,938.699,1.65,1.72,11.39,1.776,0.04,1
26.857,50.39,7,400,13081,19957,939.73,0.52,0.54,3.58,0.558,0.013,0
26.91,47,1113,400,13034,19448,938.741,2.54,2.64,17.49,2.727,0.062,1
24.49,53.05,1134,566,12824,19455,938.932,1.81,1.88,12.47,1.944,0.044,1
-0.203,49.75,898,679,12789,19501,939.107,2.63,2.73,18.1,2.823,0.064,1
-21.478,48.35,1379,409,12966,19382,938.725,1.96,2.04,13.5,2.105,0.048,1
-4.085,43.39,93,400,12792,20645,937.384,1.86,1.93,12.81,1.997,0.045,0
19.195,53.76,1222,404,12911,19428,938.688,1.96,2.04,13.51,2.106,0.048,1
20.227,47.9,1210,402,12924,19426,938.692,1.88,1.95,12.91,2.014,0.045,1
22.14,48.79,5,400,13266,20229,939.71,2.9,3.01,19.93,3.108,0.07,1
32.85,26.8,1530,2010,12808,19082,931.05,1251.07,1299.82,8610.56,1342.727,30.333,1
24.93,51.36,1367,420,12944,19385,938.693,1.87,1.95,12.89,2.011,0.045,1
20.54,31.83,0,1593,12744,19890,931.15,1.65,2.06,10.5,2.187,0.376,0
20.98,50.13,326,400,13095,19932,939.367,0.4,0.41,2.72,0.424,0.01,1
13.681,52.05,1111,451,12865,19454,938.838,1.85,1.92,12.73,1.985,0.045,1
-4.1,55.1,303,400,13112,19961,939.422,0.25,0.26,1.74,0.271,0.006,1
-1.577,54.1,986,730,12761,19491,939.075,2.3,2.39,15.84,2.471,0.056,1
26.99,47.61,1161,400,12896,19434,938.755,1.79,1.86,12.29,1.917,0.043,1
-6.42,47.51,1320,401,12955,19397,938.725,1.72,1.78,11.82,1.843,0.042,1
13.177,47.72,1189,404,12890,19438,938.767,2.05,2.13,14.09,2.197,0.05,1
20.41,53.16,317,400,13110,19944,939.391,0.4,0.41,2.72,0.425,0.01,1
19.855,53.01,1128,583,12820,19446,939.009,2.37,2.47,16.33,2.546,0.058,1
18.55,50.33,112,400,13176,20064,939.672,1.01,1.05,6.96,1.085,0.024,0
28.31,43.11,102,400,12791,20614,937.446,1.91,1.98,13.12,2.046,0.046,0
22.08,49.06,32,400,13265,20190,939.652,2,2.08,13.77,2.147,0.048,1
-10.16,24.16,60000,14175,11172,16323,936.868,7991.93,9495.78,52009.13,10003.559,1351.238,0
14.751,52.47,1163,414,12889,19435,938.766,1.8,1.87,12.37,1.929,0.044,1
28.39,60.17,2258,400,13401,20055,936.985,0.64,0.67,4.44,0.692,0.016,0
12.507,51.67,1099,636,12801,19448,939.061,2.47,2.56,16.99,2.649,0.06,1
-1.085,54.81,950,712,12771,19495,939.049,2.54,2.64,17.46,2.723,0.061,1
24.45,52.75,1134,636,12806,19455,939.079,1.98,2.06,13.62,2.124,0.048,1
14.815,47.13,1019,593,12818,19469,939.098,2.08,2.16,14.32,2.233,0.05,1
-4.85,64.12,672,710,12777,19593,939.142,2.41,2.51,16.6,2.588,0.058,1
-12.196,50.21,1201,400,13024,19421,938.767,2.63,2.73,18.11,2.824,0.064,1
18.356,49.65,1107,497,12860,19454,938.915,2.15,2.23,14.8,2.307,0.052,1
20.791,48.05,1186,400,12924,19431,938.724,1.68,1.75,11.56,1.803,0.041,1
24.34,53.03,1050,629,12807,19470,939.109,2.5,2.6,17.21,2.683,0.061,1
-3.396,47.57,1297,400,12958,19411,938.704,1.78,1.84,12.22,1.905,0.043,1
11.36,57,7,400,12743,19752,939.841,0.28,0.33,1.8,0.343,0.045,0
20.94,50.95,354,400,13065,19910,939.261,0.45,0.47,3.13,0.488,0.011,1
26.41,50.14,1073,505,12848,19459,938.878,2.31,2.4,15.9,2.479,0.056,1
26.88,47.98,1293,400,12973,19402,938.735,1.87,1.95,12.9,2.012,0.045,1
20.76,47.45,1199,400,12926,19426,938.716,1.58,1.64,10.88,1.696,0.038,1
28.73,41.88,75,400,12784,20667,937.55,2.22,2.31,15.29,2.384,0.054,0
24.92,51.48,1337,422,12983,19396,938.862,1.82,1.89,12.53,1.954,0.044,1
27.05,47.54,1222,402,12922,19422,938.707,1.58,1.64,10.88,1.696,0.038,1
18.76,54.24,328,400,13093,19932,939.377,0.21,0.22,1.47,0.229,0.005,1
25.13,50.56,1228,415,12922,19429,938.765,1.71,1.77,11.74,1.831,0.041,1
26.67,48.74,1141,460,12863,19453,938.922,2.08,2.16,14.3,2.23,0.05,1
26.92,47.83,1343,422,12986,19394,938.851,2.24,2.33,15.44,2.407,0.054,1
-5.23,51.57,371,400,13051,19888,939.252,0.31,0.32,2.12,0.331,0.007,1
25.95,47.49,88,400,12781,20637,937.472,2.08,2.16,14.29,2.229,0.05,0
26.19,52.14,1111,400,12906,19457,938.803,1.32,1.37,9.09,1.417,0.032,1
27.53,47.71,147,411,12783,20568,937.329,1.91,1.98,13.13,2.048,0.046,0
21.39,49.42,213,400,13154,20066,939.61,0.78,0.81,5.35,0.834,0.019,1
16.715,53.34,1074,601,12818,19454,939.027,1.94,2.02,13.36,2.083,0.047,1
